Text,Case_Folding,Cleaning_Text,Normalisasi_Text,Formalisasi_Text,Remove_Text,Stemming_Text,Tokenize_Text,Processed_Text,Polarity Score,Labels
"Menjelang pelaksanaan pemungutan suara pemilu 2024 polres Kayong Utara bersinergi dengan kodim Ketapang , melakukan giat patroli bersama di pusat keramaian dan kawasan rawan terjadi tindak pidana, hal tersebut di lakukan untuk menciptakan rasa aman","menjelang pelaksanaan pemungutan suara pemilu 2024 polres kayong utara bersinergi dengan kodim ketapang , melakukan giat patroli bersama di pusat keramaian dan kawasan rawan terjadi tindak pidana, hal tersebut di lakukan untuk menciptakan rasa aman",menjelang pelaksanaan pemungutan suara pemilu polres kayong utara bersinergi dengan kodim ketapang  melakukan giat patroli bersama di pusat keramaian dan kawasan rawan terjadi tindak pidana hal tersebut di lakukan untuk menciptakan rasa aman,menjelang pelaksanaan pemungutan suara pemilu polres kayong utara bersinergi dengan kodim ketapang melakukan giat patroli bersama di pusat keramaian dan kawasan rawan terjadi tindak pidana hal tersebut di lakukan untuk menciptakan rasa aman,menjelang pelaksanaan pemungutan suara pemilu polres kayong utara bersinergi dengan kodim ketapang melakukan giat patroli bersama di pusat keramaian dan kawasan rawan terjadi tindak pidana hal tersebut di lakukan untuk menciptakan rasa aman,menjelang pelaksanaan pemungutan suara pemilu polres kayong utara bersinergi kodim ketapang giat patroli pusat keramaian kawasan rawan tindak pidana lakukan menciptakan aman,jelang laksana mungut suara pemilu polres kayong utara sinergi kodim ketapang giat patroli pusat ramai kawasan rawan tindak pidana laku cipta aman,"['jelang', 'laksana', 'mungut', 'suara', 'pemilu', 'polres', 'kayong', 'utara', 'sinergi', 'kodim', 'ketapang', 'giat', 'patroli', 'pusat', 'ramai', 'kawasan', 'rawan', 'tindak', 'pidana', 'laku', 'cipta', 'aman']",jelang laksana mungut suara pemilu polres kayong utara sinergi kodim ketapang giat patroli pusat ramai kawasan rawan tindak pidana laku cipta aman,6,Positive
"Siapa orang yang pengen harga dirinya diinjak ???

Terutama ketika lu TERPAKSA ga sekolah karena ga ada duit

Keep calm, rangkul ulang, kawal pemilu 2024 dan balas lagi di 2029","siapa orang yang pengen harga dirinya diinjak ???

terutama ketika lu terpaksa ga sekolah karena ga ada duit

keep calm, rangkul ulang, kawal pemilu 2024 dan balas lagi di 2029",siapa orang yang pengen harga dirinya diinjak   terutama ketika lu terpaksa ga sekolah karena ga ada duit keep calm rangkul ulang kawal pemilu dan balas lagi di ,siapa orang yang ingin harga dirinya diinjak terutama ketika kamu terpaksa tidak sekolah karena tidak ada duit keep calm rangkul ulang kawal pemilu dan balas lagi di,siapa orang yang ingin harga dirinya diinjak terutama ketika kamu terpaksa tidak sekolah karena tidak ada duit keep calm rangkul ulang kawal pemilu dan balas lagi di,orang harga diinjak terpaksa sekolah duit keep calm rangkul ulang kawal pemilu balas,orang harga injak paksa sekolah duit keep calm rangkul ulang kawal pemilu balas,"['orang', 'harga', 'injak', 'paksa', 'sekolah', 'duit', 'keep', 'calm', 'rangkul', 'ulang', 'kawal', 'pemilu', 'balas']",orang harga injak paksa sekolah duit keep calm rangkul ulang kawal pemilu balas,1,Positive
"Pastikan Keamanan Distribusi Logistik Pemilu 2024 Polres Bojonegoro.

@divisihumaspolri
@spripim_polri
@humaspoldajatim
#operasimantapbrata
#netralitaspolri
#Pemiluindonesiadamai2024
#pemiluserentak2024","pastikan keamanan distribusi logistik pemilu 2024 polres bojonegoro.

@divisihumaspolri
@spripim_polri
@humaspoldajatim
#operasimantapbrata
#netralitaspolri
#pemiluindonesiadamai2024
#pemiluserentak2024",pastikan keamanan distribusi logistik pemilu polres bojonegoro        ,pastikan keamanan distribusi logistik pemilu polres bojonegoro,pastikan keamanan distribusi logistik pemilu polres bojonegoro,pastikan keamanan distribusi logistik pemilu polres bojonegoro,pasti aman distribusi logistik pemilu polres bojonegoro,"['pasti', 'aman', 'distribusi', 'logistik', 'pemilu', 'polres', 'bojonegoro']",pasti aman distribusi logistik pemilu polres bojonegoro,6,Positive
"71 jadi 74 , bugs tipis tipis

NTT-NAGEKEO-NANGARORO-WOKODEKORORO TPS 001

#Pemilu2024 #KawalPemilu2024 #KPU #PemiluSuksesDanDamai","71 jadi 74 , bugs tipis tipis

ntt-nagekeo-nangaroro-wokodekororo tps 001

#pemilu2024 #kawalpemilu2024 #kpu #pemilusuksesdandamai", jadi  bugs tipis tipis ntt nagekeo nangaroro wokodekororo tps     ,jadi bugs tipis tipis ntt nagekeo nangaroro wokodekororo tps,jadi bugs tipis tipis ntt nagekeo nangaroro wokodekororo tps,bugs tipis tipis ntt nagekeo nangaroro wokodekororo,bugs tipis tipis ntt nagekeo nangaroro wokodekororo,"['bugs', 'tipis', 'tipis', 'ntt', 'nagekeo', 'nangaroro', 'wokodekororo']",bugs tipis tipis ntt nagekeo nangaroro wokodekororo,0,Neutral
"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat. 
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif.","aparat keamanan siap untuk menjaga penyelenggaraan pemilu 2024 di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat. 
#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif.",aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat        ,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan menjaga penyelenggaraan pemilu papua masyarakat papua suaranya aman terdekat,aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,"['aparat', 'aman', 'jaga', 'selenggara', 'pemilu', 'papua', 'masyarakat', 'papua', 'suara', 'aman', 'dekat']",aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,5,Positive
"Ini keknya bakalan banyak yg masuk RSJ
 #Pemilu2024","ini keknya bakalan banyak yg masuk rsj
 #pemilu2024",ini keknya bakalan banyak yg masuk rsj  ,ini sepertinya  akan  banyak yang  masuk rsj,ini sepertinya akan banyak yang masuk rsj,masuk rsj,masuk rsj,"['masuk', 'rsj']",masuk rsj,-3,Negative
Enough think about negatif.  Pray for he and pray for this country. #Pemilu2024,enough think about negatif.  pray for he and pray for this country. #pemilu2024,enough think about negatif  pray for he and pray for this country  ,enough think about negatif pray for he and pray for this country,enough think about negatif pray for he and pray for this country,enough think about negatif pray pray this country,enough think about negatif pray pray this country,"['enough', 'think', 'about', 'negatif', 'pray', 'pray', 'this', 'country']",enough think about negatif pray pray this country,0,Neutral
Hasil hitung pemilu presiden & wakil presiden 2024 Jawa Tengah sementara,hasil hitung pemilu presiden & wakil presiden 2024 jawa tengah sementara,hasil hitung pemilu presiden  wakil presiden jawa tengah sementara,hasil hitung pemilu presiden wakil presiden jawa tengah sementara,hasil hitung pemilu presiden wakil presiden jawa tengah sementara,hasil hitung pemilu presiden wakil presiden jawa,hasil hitung pemilu presiden wakil presiden jawa,"['hasil', 'hitung', 'pemilu', 'presiden', 'wakil', 'presiden', 'jawa']",hasil hitung pemilu presiden wakil presiden jawa,10,Positive
konteksnya pemilu 2024,konteksnya pemilu 2024,konteksnya pemilu ,konteksnya pemilu,konteksnya pemilu,konteksnya pemilu,konteks pemilu,"['konteks', 'pemilu']",konteks pemilu,0,Neutral
Seneng banget gara2 pemilu 2024 banyak yg jadi melek sejarah  termasuk aku,seneng banget gara2 pemilu 2024 banyak yg jadi melek sejarah  termasuk aku,seneng banget gara pemilu banyak yg jadi melek sejarah termasuk aku,senang  sekali  gara pemilu banyak yang  jadi melek sejarah termasuk saya,senang sekali gara pemilu banyak yang jadi melek sejarah termasuk saya,senang gara pemilu melek sejarah,senang gara pemilu melek sejarah,"['senang', 'gara', 'pemilu', 'melek', 'sejarah']",senang gara pemilu melek sejarah,3,Positive
"Tertinggi Pemilu 2024, kursi di legislatif turun","tertinggi pemilu 2024, kursi di legislatif turun",tertinggi pemilu  kursi di legislatif turun,tertinggi pemilu kursi di legislatif turun,tertinggi pemilu kursi di legislatif turun,tertinggi pemilu kursi legislatif turun,tinggi pemilu kursi legislatif turun,"['tinggi', 'pemilu', 'kursi', 'legislatif', 'turun']",tinggi pemilu kursi legislatif turun,4,Positive
"memastikan proses Pemilu yang lancar dan transparan, mendukung legitimasi hasil, dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat
#Pemilu2024
#PemiluDamai2024
#PemiluDamaiNegeriMaju
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","memastikan proses pemilu yang lancar dan transparan, mendukung legitimasi hasil, dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat
#pemilu2024
#pemiludamai2024
#pemiludamainegerimaju
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat     ,memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat,memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat,proses pemilu lancar transparan mendukung legitimasi hasil memperkuat fondasi demokrasi akses informasi akurat masyarakat,proses pemilu lancar transparan dukung legitimasi hasil kuat fondasi demokrasi akses informasi akurat masyarakat,"['proses', 'pemilu', 'lancar', 'transparan', 'dukung', 'legitimasi', 'hasil', 'kuat', 'fondasi', 'demokrasi', 'akses', 'informasi', 'akurat', 'masyarakat']",proses pemilu lancar transparan dukung legitimasi hasil kuat fondasi demokrasi akses informasi akurat masyarakat,23,Positive
#Pemilu2024 Ndut Prabowo Kalah Sirekap Prabowo Diskualifikasi Banteng Real Count Perang,#pemilu2024 ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang, ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,"['ndut', 'prabowo', 'kalah', 'sirekap', 'prabowo', 'diskualifikasi', 'banteng', 'real', 'count', 'perang']",ndut prabowo kalah sirekap prabowo diskualifikasi banteng real count perang,-12,Negative
"memastikan proses Pemilu yang lancar dan transparan, mendukung legitimasi hasil, dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat
#Pemilu2024
#PemiluDamai2024
#PemiluDamaiNegeriMaju
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","memastikan proses pemilu yang lancar dan transparan, mendukung legitimasi hasil, dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat
#pemilu2024
#pemiludamai2024
#pemiludamainegerimaju
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat     ,memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat,memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat,proses pemilu lancar transparan mendukung legitimasi hasil memperkuat fondasi demokrasi akses informasi akurat masyarakat,proses pemilu lancar transparan dukung legitimasi hasil kuat fondasi demokrasi akses informasi akurat masyarakat,"['proses', 'pemilu', 'lancar', 'transparan', 'dukung', 'legitimasi', 'hasil', 'kuat', 'fondasi', 'demokrasi', 'akses', 'informasi', 'akurat', 'masyarakat']",proses pemilu lancar transparan dukung legitimasi hasil kuat fondasi demokrasi akses informasi akurat masyarakat,23,Positive
"Pelayanan Kesehatan Kepada Petugas Pengamanan TPS dan PPS Pemilu 2024 Polres Bojonegoro.

@divisihumaspolri
@spripim_polri
@humaspoldajatim
#operasimantapbrata
#netralitaspolri
#Pemiluindonesiadamai2024","pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu 2024 polres bojonegoro.

@divisihumaspolri
@spripim_polri
@humaspoldajatim
#operasimantapbrata
#netralitaspolri
#pemiluindonesiadamai2024",pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu polres bojonegoro       ,pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu polres bojonegoro,pelayanan kesehatan kepada petugas pengamanan tps dan pps pemilu polres bojonegoro,pelayanan kesehatan petugas pengamanan pps pemilu polres bojonegoro,layan sehat tugas aman pps pemilu polres bojonegoro,"['layan', 'sehat', 'tugas', 'aman', 'pps', 'pemilu', 'polres', 'bojonegoro']",layan sehat tugas aman pps pemilu polres bojonegoro,5,Positive
"memastikan proses Pemilu yang lancar dan transparan, mendukung legitimasi hasil, dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat
#Pemilu2024
#PemiluDamai2024
#PemiluDamaiNegeriMaju
#Pemilu2024BebasHoaks
#Pemilu2024MenujuIndonesiaMaju","memastikan proses pemilu yang lancar dan transparan, mendukung legitimasi hasil, dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat
#pemilu2024
#pemiludamai2024
#pemiludamainegerimaju
#pemilu2024bebashoaks
#pemilu2024menujuindonesiamaju",memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat     ,memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat,memastikan proses pemilu yang lancar dan transparan mendukung legitimasi hasil dan memperkuat fondasi demokrasi dengan akses informasi yang akurat bagi masyarakat,proses pemilu lancar transparan mendukung legitimasi hasil memperkuat fondasi demokrasi akses informasi akurat masyarakat,proses pemilu lancar transparan dukung legitimasi hasil kuat fondasi demokrasi akses informasi akurat masyarakat,"['proses', 'pemilu', 'lancar', 'transparan', 'dukung', 'legitimasi', 'hasil', 'kuat', 'fondasi', 'demokrasi', 'akses', 'informasi', 'akurat', 'masyarakat']",proses pemilu lancar transparan dukung legitimasi hasil kuat fondasi demokrasi akses informasi akurat masyarakat,23,Positive
"TERIMA KASIH
Kepada Seluruh Masyarakat Kota Banjarbaru Atas Kerjasamanya Dalam Menjaga Stabilitas Kamtibmas sehingga Tahapan Pemungutan Suara Pemilu 2024 Di Kota Banjarbaru Dapat Berlangsung Sejuk, Aman dan Damai.

#polresbanjarbaru
#akbpdodyharzakusumah 
#humaspolresbanjarbaru","terima kasih
kepada seluruh masyarakat kota banjarbaru atas kerjasamanya dalam menjaga stabilitas kamtibmas sehingga tahapan pemungutan suara pemilu 2024 di kota banjarbaru dapat berlangsung sejuk, aman dan damai.

#polresbanjarbaru
#akbpdodyharzakusumah 
#humaspolresbanjarbaru",terima kasih kepada seluruh masyarakat kota banjarbaru atas kerjasamanya dalam menjaga stabilitas kamtibmas sehingga tahapan pemungutan suara pemilu di kota banjarbaru dapat berlangsung sejuk aman dan damai     ,terima kasih kepada seluruh masyarakat kota banjarbaru atas kerjasamanya dalam menjaga stabilitas kamtibmas sehingga tahapan pemungutan suara pemilu di kota banjarbaru dapat berlangsung sejuk aman dan damai,terima kasih kepada seluruh masyarakat kota banjarbaru atas kerjasamanya dalam menjaga stabilitas kamtibmas sehingga tahapan pemungutan suara pemilu di kota banjarbaru dapat berlangsung sejuk aman dan damai,terima kasih masyarakat kota banjarbaru kerjasamanya menjaga stabilitas kamtibmas tahapan pemungutan suara pemilu kota banjarbaru sejuk aman damai,terima kasih masyarakat kota banjarbaru kerjasamanya jaga stabilitas kamtibmas tahap mungut suara pemilu kota banjarbaru sejuk aman damai,"['terima', 'kasih', 'masyarakat', 'kota', 'banjarbaru', 'kerjasamanya', 'jaga', 'stabilitas', 'kamtibmas', 'tahap', 'mungut', 'suara', 'pemilu', 'kota', 'banjarbaru', 'sejuk', 'aman', 'damai']",terima kasih masyarakat kota banjarbaru kerjasamanya jaga stabilitas kamtibmas tahap mungut suara pemilu kota banjarbaru sejuk aman damai,8,Positive
"NTT-NAGEKEO-NANGARORO-WOKODEKORORO TPS 002

yang ke scan malah 6 nya bukan 1 nya,

#Pemilu2024 #KawalPemilu2024 #KPU #PemiluSuksesDanDamai","ntt-nagekeo-nangaroro-wokodekororo tps 002

yang ke scan malah 6 nya bukan 1 nya,

#pemilu2024 #kawalpemilu2024 #kpu #pemilusuksesdandamai",ntt nagekeo nangaroro wokodekororo tps  yang ke scan malah nya bukan nya     ,ntt nagekeo nangaroro wokodekororo tps yang ke scan malah nya bukan nya,ntt nagekeo nangaroro wokodekororo tps yang ke scan malah nya bukan nya,ntt nagekeo nangaroro wokodekororo scan,ntt nagekeo nangaroro wokodekororo scan,"['ntt', 'nagekeo', 'nangaroro', 'wokodekororo', 'scan']",ntt nagekeo nangaroro wokodekororo scan,0,Neutral
"Bhabinkamtibmas Desa Tanjung Aru, Sebatik Timur kab. Nunukan bersama Satgas Pengamanan TPS mengawal pendistribusian kotak suara Pemilu 2024.
@DivHumas_Polri
@PolresNunukan
@polsek_sebatik_timur
#poldakaltara
#pemiludamai2024
#opsmantapbratakayan2024","bhabinkamtibmas desa tanjung aru, sebatik timur kab. nunukan bersama satgas pengamanan tps mengawal pendistribusian kotak suara pemilu 2024.
@divhumas_polri
@polresnunukan
@polsek_sebatik_timur
#poldakaltara
#pemiludamai2024
#opsmantapbratakayan2024",bhabinkamtibmas desa tanjung aru sebatik timur kab nunukan bersama satgas pengamanan tps mengawal pendistribusian kotak suara pemilu       ,bhabinkamtibmas desa tanjung aru sebatik timur kab nunukan bersama satgas pengamanan tps mengawal pendistribusian kotak suara pemilu,bhabinkamtibmas desa tanjung aru sebatik timur kab nunukan bersama satgas pengamanan tps mengawal pendistribusian kotak suara pemilu,bhabinkamtibmas desa tanjung aru sebatik timur kab nunukan satgas pengamanan mengawal pendistribusian kotak suara pemilu,bhabinkamtibmas desa tanjung aru batik timur kab nunukan satgas aman awal distribusi kotak suara pemilu,"['bhabinkamtibmas', 'desa', 'tanjung', 'aru', 'batik', 'timur', 'kab', 'nunukan', 'satgas', 'aman', 'awal', 'distribusi', 'kotak', 'suara', 'pemilu']",bhabinkamtibmas desa tanjung aru batik timur kab nunukan satgas aman awal distribusi kotak suara pemilu,-1,Negative
